,Random Forest,MPL,SVC,GaussNB,Decision Tree,Bias Classifier
0,0.8,0.3,1.0,0.4,0.2222222222222222,0.4242424242424242
1,0.7142857142857143,0.6666666666666666,0.2727272727272727,0.375,0.4166666666666667,0.4242424242424242
2,0.42857142857142855,0.5714285714285714,0.6666666666666666,0.8571428571428571,0.42857142857142855,0.4242424242424242
3,0.6666666666666666,0.7142857142857143,0.35294117647058826,0.6,0.4444444444444444,0.4242424242424242
4,0.42857142857142855,0.625,0.8,0.5,0.47058823529411764,0.4242424242424242
5,0.5454545454545454,0.8333333333333334,0.5555555555555556,0.5,0.7,0.4242424242424242
6,0.875,0.5,0.3333333333333333,0.7,0.7,0.4242424242424242
7,0.16666666666666666,0.5,1.0,0.6,0.375,0.4242424242424242
8,0.6363636363636364,0.5555555555555556,0.5,0.6666666666666666,0.38461538461538464,0.4242424242424242
9,0.38461538461538464,0.5555555555555556,0.32608695652173914,0.4444444444444444,0.18181818181818182,0.4242424242424242
10,0.875,0.6666666666666666,0.3611111111111111,0.5,0.5,0.4242424242424242
11,0.5555555555555556,0.5555555555555556,1.0,0.375,0.625,0.4242424242424242
12,0.375,0.5,0.5833333333333334,0.6666666666666666,0.4,0.4242424242424242
13,0.6,1.0,1.0,0.6666666666666666,0.38461538461538464,0.4242424242424242
14,0.5714285714285714,0.42857142857142855,0.0,0.6153846153846154,0.6,0.4242424242424242
15,0.5,0.6,0.0,0.7142857142857143,0.6363636363636364,0.4242424242424242
16,0.42857142857142855,0.4444444444444444,0.25,0.5714285714285714,0.42857142857142855,0.4242424242424242
17,0.7272727272727273,0.5,0.11764705882352941,0.5,0.4666666666666667,0.4242424242424242
18,0.5555555555555556,0.46153846153846156,1.0,0.75,0.6363636363636364,0.4242424242424242
19,0.5,0.4444444444444444,0.0,0.3333333333333333,0.3333333333333333,0.4242424242424242
20,0.5714285714285714,0.125,0.0,0.7142857142857143,0.4666666666666667,0.4242424242424242
21,0.75,0.6666666666666666,0.0,0.42857142857142855,0.4444444444444444,0.4242424242424242
22,0.5714285714285714,0.46153846153846156,0.2830188679245283,0.7142857142857143,0.6666666666666666,0.4242424242424242
23,0.5,0.5,0.8,0.3333333333333333,0.75,0.4242424242424242
24,0.8333333333333334,0.75,0.6153846153846154,0.6666666666666666,0.6666666666666666,0.4242424242424242
25,0.5,0.8,1.0,1.0,0.6,0.4242424242424242
26,0.75,0.5454545454545454,0.6,0.36363636363636365,0.5,0.4242424242424242
27,0.6666666666666666,0.3333333333333333,0.0,1.0,0.38461538461538464,0.4242424242424242
28,0.625,0.6,0.4,0.75,0.5333333333333333,0.4242424242424242
29,0.5,0.75,0.0,0.16666666666666666,0.5,0.4242424242424242
30,0.7142857142857143,0.8888888888888888,0.2916666666666667,0.5555555555555556,0.47368421052631576,0.4242424242424242
31,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5833333333333334,0.375,0.4242424242424242
32,0.5,0.5833333333333334,0.2692307692307692,0.7142857142857143,0.375,0.4242424242424242
33,0.6666666666666666,0.4,0.5,0.6,0.375,0.4242424242424242
34,0.7142857142857143,0.45454545454545453,0.0,0.3333333333333333,0.3333333333333333,0.4242424242424242
35,0.4,0.4,0.0,0.5555555555555556,0.6666666666666666,0.4242424242424242
36,0.42857142857142855,0.42857142857142855,0.75,0.5,0.5625,0.4242424242424242
37,0.6666666666666666,0.4444444444444444,0.32432432432432434,0.6666666666666666,0.6666666666666666,0.4242424242424242
38,0.7142857142857143,0.45454545454545453,0.3548387096774194,0.3333333333333333,0.45,0.4242424242424242
39,0.5454545454545454,0.75,0.5555555555555556,0.7,0.6363636363636364,0.4242424242424242
40,0.8333333333333334,0.5714285714285714,0.0,0.5,0.46153846153846156,0.4242424242424242
41,0.6666666666666666,0.625,0.5714285714285714,0.6,0.4666666666666667,0.4242424242424242
42,0.38461538461538464,0.5833333333333334,0.75,0.5,0.6,0.4242424242424242
43,0.75,0.5714285714285714,0.5,0.5714285714285714,0.35294117647058826,0.4242424242424242
44,0.42857142857142855,0.8571428571428571,0.34146341463414637,0.6,0.5333333333333333,0.4242424242424242
45,0.45454545454545453,0.8,0.7142857142857143,0.8,0.5714285714285714,0.4242424242424242
46,0.6363636363636364,0.5714285714285714,0.3,0.6,0.2727272727272727,0.4242424242424242
47,0.8,0.5555555555555556,0.2857142857142857,0.4,0.4444444444444444,0.4242424242424242
48,0.375,0.8333333333333334,0.35,0.6666666666666666,0.625,0.4242424242424242
49,0.5,0.3,0.36363636363636365,0.6,0.5454545454545454,0.4242424242424242
50,0.5555555555555556,0.2,0.6666666666666666,0.75,0.25,0.4242424242424242
51,0.7,0.38461538461538464,0.2682926829268293,0.6666666666666666,0.4166666666666667,0.4242424242424242
52,0.7777777777777778,0.75,0.3333333333333333,0.5,0.5833333333333334,0.4242424242424242
53,0.5714285714285714,0.6,0.0,0.5,0.3333333333333333,0.4242424242424242
54,0.5454545454545454,0.4,0.2,0.5454545454545454,0.2727272727272727,0.4242424242424242
55,0.6,0.5555555555555556,0.30303030303030304,0.6363636363636364,0.45454545454545453,0.4242424242424242
56,0.6363636363636364,0.46153846153846156,0.6666666666666666,0.5,0.35714285714285715,0.4242424242424242
57,0.5555555555555556,0.4,0.0,1.0,0.6,0.4242424242424242
58,0.6,0.35294117647058826,0.4,0.16666666666666666,0.5454545454545454,0.4242424242424242
59,0.4,0.7142857142857143,0.0,0.625,0.6363636363636364,0.4242424242424242
60,0.5384615384615384,0.625,0.28888888888888886,0.8571428571428571,0.6,0.4242424242424242
61,0.75,0.4166666666666667,0.3333333333333333,0.6666666666666666,0.4444444444444444,0.4242424242424242
62,0.6363636363636364,0.5,0.32,0.375,0.2727272727272727,0.4242424242424242
63,0.7142857142857143,0.6,0.5384615384615384,0.5,1.0,0.4242424242424242
64,0.6,0.6,0.7272727272727273,0.6363636363636364,0.5333333333333333,0.4242424242424242
65,0.625,0.5,0.6,0.7142857142857143,0.38461538461538464,0.4242424242424242
66,0.5555555555555556,0.8333333333333334,0.2727272727272727,0.5,0.7,0.4242424242424242
67,0.5555555555555556,0.7142857142857143,0.7,0.5,0.47058823529411764,0.4242424242424242
68,0.7,0.7142857142857143,0.35714285714285715,0.7142857142857143,0.2857142857142857,0.4242424242424242
69,0.36363636363636365,0.45454545454545453,0.45,0.3333333333333333,0.45454545454545453,0.4242424242424242
70,0.6923076923076923,0.6666666666666666,0.6,0.6666666666666666,0.3333333333333333,0.4242424242424242
71,0.6,0.42857142857142855,1.0,0.4,0.42105263157894735,0.4242424242424242
72,0.5454545454545454,0.625,0.22580645161290322,0.6666666666666666,0.5454545454545454,0.4242424242424242
73,0.5714285714285714,0.4,0.391304347826087,0.5,0.5,0.4242424242424242
74,0.5,0.6666666666666666,1.0,0.5,0.5,0.4242424242424242
75,0.6363636363636364,0.6,0.0,0.8333333333333334,0.6153846153846154,0.4242424242424242
76,0.7142857142857143,0.875,0.42857142857142855,0.42857142857142855,0.3333333333333333,0.4242424242424242
77,0.5833333333333334,0.5384615384615384,0.38461538461538464,0.375,0.5384615384615384,0.4242424242424242
78,0.5555555555555556,0.3333333333333333,0.0,0.7142857142857143,0.5555555555555556,0.4242424242424242
79,0.8333333333333334,0.75,0.26666666666666666,0.5454545454545454,0.5714285714285714,0.4242424242424242
80,0.5454545454545454,0.5555555555555556,0.0,0.5714285714285714,0.4375,0.4242424242424242
81,0.8333333333333334,0.75,0.35714285714285715,0.75,0.2631578947368421,0.4242424242424242
82,0.5833333333333334,0.5714285714285714,0.34210526315789475,0.4444444444444444,0.45,0.4242424242424242
83,0.6363636363636364,0.5,0.0,0.6,0.5294117647058824,0.4242424242424242
84,0.8,0.3,1.0,0.6,0.3,0.4242424242424242
85,0.7142857142857143,0.5,1.0,0.6666666666666666,0.4444444444444444,0.4242424242424242
86,0.6666666666666666,0.6666666666666666,0.5,0.5,0.4117647058823529,0.4242424242424242
87,0.6363636363636364,0.5833333333333334,0.5,0.5714285714285714,0.3076923076923077,0.4242424242424242
88,0.6153846153846154,0.6,0.6666666666666666,0.5,0.5454545454545454,0.4242424242424242
89,0.5,0.3333333333333333,0.0,0.6363636363636364,0.4,0.4242424242424242
90,0.7,0.38461538461538464,1.0,1.0,0.5384615384615384,0.4242424242424242
91,0.42857142857142855,0.625,0.0,0.5625,0.25,0.4242424242424242
92,0.6666666666666666,0.5714285714285714,0.5,0.75,0.375,0.4242424242424242
93,0.75,0.6,0.0,0.75,0.45454545454545453,0.4242424242424242
94,0.5384615384615384,0.2857142857142857,0.2894736842105263,0.2857142857142857,0.6153846153846154,0.4242424242424242
95,0.875,0.6,1.0,0.6363636363636364,0.47058823529411764,0.4242424242424242
96,0.8,0.3076923076923077,0.0,0.4,0.4,0.4242424242424242
97,0.7,0.5555555555555556,0.45454545454545453,0.6666666666666666,0.35,0.4242424242424242
98,0.3333333333333333,0.5,0.38461538461538464,0.4,0.3076923076923077,0.4242424242424242
99,0.45454545454545453,0.875,0.375,0.75,0.4166666666666667,0.4242424242424242
