,Random Forest,MPL,SVC,GaussNB,Decision Tree,Bias Classifier
0,0.8,0.3,1.0,0.4,0.2222222222222222,0.3684210526315789
1,0.7142857142857143,0.6666666666666666,0.2727272727272727,0.375,0.4166666666666667,0.3684210526315789
2,0.42857142857142855,0.5714285714285714,0.6666666666666666,0.8571428571428571,0.42857142857142855,0.3684210526315789
3,0.6666666666666666,0.7142857142857143,0.35294117647058826,0.6,0.4444444444444444,0.3684210526315789
4,0.42857142857142855,0.625,0.8,0.5,0.47058823529411764,0.3684210526315789
5,0.5454545454545454,0.8333333333333334,0.5555555555555556,0.5,0.7,0.3684210526315789
6,0.875,0.5,0.3333333333333333,0.7,0.7,0.3684210526315789
7,0.16666666666666666,0.5,1.0,0.6,0.375,0.3684210526315789
8,0.6363636363636364,0.5555555555555556,0.5,0.6666666666666666,0.38461538461538464,0.3684210526315789
9,0.38461538461538464,0.5555555555555556,0.32608695652173914,0.4444444444444444,0.18181818181818182,0.3684210526315789
10,0.875,0.6666666666666666,0.3611111111111111,0.5,0.5,0.3684210526315789
11,0.5555555555555556,0.5555555555555556,1.0,0.375,0.625,0.3684210526315789
12,0.375,0.5,0.5833333333333334,0.6666666666666666,0.4,0.3684210526315789
13,0.6,1.0,1.0,0.6666666666666666,0.38461538461538464,0.3684210526315789
14,0.5714285714285714,0.42857142857142855,0.0,0.6153846153846154,0.6,0.3684210526315789
15,0.5,0.6,0.0,0.7142857142857143,0.6363636363636364,0.3684210526315789
16,0.42857142857142855,0.4444444444444444,0.25,0.5714285714285714,0.42857142857142855,0.3684210526315789
17,0.7272727272727273,0.5,0.11764705882352941,0.5,0.4666666666666667,0.3684210526315789
18,0.5555555555555556,0.46153846153846156,1.0,0.75,0.6363636363636364,0.3684210526315789
19,0.5,0.4444444444444444,0.0,0.3333333333333333,0.3333333333333333,0.3684210526315789
20,0.5714285714285714,0.125,0.0,0.7142857142857143,0.4666666666666667,0.3684210526315789
21,0.75,0.6666666666666666,0.0,0.42857142857142855,0.4444444444444444,0.3684210526315789
22,0.5714285714285714,0.46153846153846156,0.2830188679245283,0.7142857142857143,0.6666666666666666,0.3684210526315789
23,0.5,0.5,0.8,0.3333333333333333,0.75,0.3684210526315789
24,0.8333333333333334,0.75,0.6153846153846154,0.6666666666666666,0.6666666666666666,0.3684210526315789
25,0.5,0.8,1.0,1.0,0.6,0.3684210526315789
26,0.75,0.5454545454545454,0.6,0.36363636363636365,0.5,0.3684210526315789
27,0.6666666666666666,0.3333333333333333,0.0,1.0,0.38461538461538464,0.3684210526315789
28,0.625,0.6,0.4,0.75,0.5333333333333333,0.3684210526315789
29,0.5,0.75,0.0,0.16666666666666666,0.5,0.3684210526315789
30,0.7142857142857143,0.8888888888888888,0.2916666666666667,0.5555555555555556,0.47368421052631576,0.3684210526315789
31,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5833333333333334,0.375,0.3684210526315789
32,0.5,0.5833333333333334,0.2692307692307692,0.7142857142857143,0.375,0.3684210526315789
33,0.6666666666666666,0.4,0.5,0.6,0.375,0.3684210526315789
34,0.7142857142857143,0.45454545454545453,0.0,0.3333333333333333,0.3333333333333333,0.3684210526315789
35,0.4,0.4,0.0,0.5555555555555556,0.6666666666666666,0.3684210526315789
36,0.42857142857142855,0.42857142857142855,0.75,0.5,0.5625,0.3684210526315789
37,0.6666666666666666,0.4444444444444444,0.32432432432432434,0.6666666666666666,0.6666666666666666,0.3684210526315789
38,0.7142857142857143,0.45454545454545453,0.3548387096774194,0.3333333333333333,0.45,0.3684210526315789
39,0.5454545454545454,0.75,0.5555555555555556,0.7,0.6363636363636364,0.3684210526315789
40,0.8333333333333334,0.5714285714285714,0.0,0.5,0.46153846153846156,0.3684210526315789
41,0.6666666666666666,0.625,0.5714285714285714,0.6,0.4666666666666667,0.3684210526315789
42,0.38461538461538464,0.5833333333333334,0.75,0.5,0.6,0.3684210526315789
43,0.75,0.5714285714285714,0.5,0.5714285714285714,0.35294117647058826,0.3684210526315789
44,0.42857142857142855,0.8571428571428571,0.34146341463414637,0.6,0.5333333333333333,0.3684210526315789
45,0.45454545454545453,0.8,0.7142857142857143,0.8,0.5714285714285714,0.3684210526315789
46,0.6363636363636364,0.5714285714285714,0.3,0.6,0.2727272727272727,0.3684210526315789
47,0.8,0.5555555555555556,0.2857142857142857,0.4,0.4444444444444444,0.3684210526315789
48,0.375,0.8333333333333334,0.35,0.6666666666666666,0.625,0.3684210526315789
49,0.5,0.3,0.36363636363636365,0.6,0.5454545454545454,0.3684210526315789
50,0.5555555555555556,0.2,0.6666666666666666,0.75,0.25,0.3684210526315789
51,0.7,0.38461538461538464,0.2682926829268293,0.6666666666666666,0.4166666666666667,0.3684210526315789
52,0.7777777777777778,0.75,0.3333333333333333,0.5,0.5833333333333334,0.3684210526315789
53,0.5714285714285714,0.6,0.0,0.5,0.3333333333333333,0.3684210526315789
54,0.5454545454545454,0.4,0.2,0.5454545454545454,0.2727272727272727,0.3684210526315789
55,0.6,0.5555555555555556,0.30303030303030304,0.6363636363636364,0.45454545454545453,0.3684210526315789
56,0.6363636363636364,0.46153846153846156,0.6666666666666666,0.5,0.35714285714285715,0.3684210526315789
57,0.5555555555555556,0.4,0.0,1.0,0.6,0.3684210526315789
58,0.6,0.35294117647058826,0.4,0.16666666666666666,0.5454545454545454,0.3684210526315789
59,0.4,0.7142857142857143,0.0,0.625,0.6363636363636364,0.3684210526315789
60,0.5384615384615384,0.625,0.28888888888888886,0.8571428571428571,0.6,0.3684210526315789
61,0.75,0.4166666666666667,0.3333333333333333,0.6666666666666666,0.4444444444444444,0.3684210526315789
62,0.6363636363636364,0.5,0.32,0.375,0.2727272727272727,0.3684210526315789
63,0.7142857142857143,0.6,0.5384615384615384,0.5,1.0,0.3684210526315789
64,0.6,0.6,0.7272727272727273,0.6363636363636364,0.5333333333333333,0.3684210526315789
65,0.625,0.5,0.6,0.7142857142857143,0.38461538461538464,0.3684210526315789
66,0.5555555555555556,0.8333333333333334,0.2727272727272727,0.5,0.7,0.3684210526315789
67,0.5555555555555556,0.7142857142857143,0.7,0.5,0.47058823529411764,0.3684210526315789
68,0.7,0.7142857142857143,0.35714285714285715,0.7142857142857143,0.2857142857142857,0.3684210526315789
69,0.36363636363636365,0.45454545454545453,0.45,0.3333333333333333,0.45454545454545453,0.3684210526315789
70,0.6923076923076923,0.6666666666666666,0.6,0.6666666666666666,0.3333333333333333,0.3684210526315789
71,0.6,0.42857142857142855,1.0,0.4,0.42105263157894735,0.3684210526315789
72,0.5454545454545454,0.625,0.22580645161290322,0.6666666666666666,0.5454545454545454,0.3684210526315789
73,0.5714285714285714,0.4,0.391304347826087,0.5,0.5,0.3684210526315789
74,0.5,0.6666666666666666,1.0,0.5,0.5,0.3684210526315789
75,0.6363636363636364,0.6,0.0,0.8333333333333334,0.6153846153846154,0.3684210526315789
76,0.7142857142857143,0.875,0.42857142857142855,0.42857142857142855,0.3333333333333333,0.3684210526315789
77,0.5833333333333334,0.5384615384615384,0.38461538461538464,0.375,0.5384615384615384,0.3684210526315789
78,0.5555555555555556,0.3333333333333333,0.0,0.7142857142857143,0.5555555555555556,0.3684210526315789
79,0.8333333333333334,0.75,0.26666666666666666,0.5454545454545454,0.5714285714285714,0.3684210526315789
80,0.5454545454545454,0.5555555555555556,0.0,0.5714285714285714,0.4375,0.3684210526315789
81,0.8333333333333334,0.75,0.35714285714285715,0.75,0.2631578947368421,0.3684210526315789
82,0.5833333333333334,0.5714285714285714,0.34210526315789475,0.4444444444444444,0.45,0.3684210526315789
83,0.6363636363636364,0.5,0.0,0.6,0.5294117647058824,0.3684210526315789
84,0.8,0.3,1.0,0.6,0.3,0.3684210526315789
85,0.7142857142857143,0.5,1.0,0.6666666666666666,0.4444444444444444,0.3684210526315789
86,0.6666666666666666,0.6666666666666666,0.5,0.5,0.4117647058823529,0.3684210526315789
87,0.6363636363636364,0.5833333333333334,0.5,0.5714285714285714,0.3076923076923077,0.3684210526315789
