,Random Forest,MPL,SVC,GaussNB,Decision Tree
0,0.6923076923076923,0.5555555555555556,0.35,0.4375,0.9
1,0.5833333333333334,0.42105263157894735,0.2727272727272727,0.625,0.5263157894736842
2,0.625,0.46153846153846156,0.45454545454545453,0.6153846153846154,0.5833333333333334
3,0.8333333333333334,0.47619047619047616,0.20512820512820512,0.5384615384615384,0.6
4,0.625,0.35,0.08333333333333333,0.3333333333333333,0.5333333333333333
5,0.7272727272727273,0.375,0.14285714285714285,0.38461538461538464,0.75
6,0.7272727272727273,0.34782608695652173,0.275,0.45454545454545453,0.5454545454545454
7,0.6666666666666666,0.5,0.36363636363636365,0.631578947368421,0.4375
8,0.7142857142857143,0.3181818181818182,0.22972972972972974,0.5625,0.4666666666666667
9,0.7,0.41379310344827586,0.1111111111111111,0.5454545454545454,0.6666666666666666
10,0.6153846153846154,0.42105263157894735,0.23076923076923078,0.4,0.6666666666666666
11,0.8,0.38095238095238093,0.265625,0.7333333333333333,0.48
12,0.6428571428571429,0.47058823529411764,0.46153846153846156,0.4,0.5555555555555556
13,0.8,0.5384615384615384,0.25757575757575757,0.5384615384615384,0.375
14,0.7777777777777778,0.4782608695652174,0.2463768115942029,0.625,0.8571428571428571
15,0.5714285714285714,0.375,0.20408163265306123,0.5789473684210527,0.6153846153846154
16,0.9090909090909091,0.35,0.38235294117647056,0.8181818181818182,0.4444444444444444
17,0.8333333333333334,0.391304347826087,0.25,0.35714285714285715,0.3333333333333333
18,0.75,0.35714285714285715,0.4,0.3888888888888889,0.7272727272727273
19,0.5555555555555556,0.3333333333333333,0.36363636363636365,0.38461538461538464,0.45
20,0.5833333333333334,0.4,0.3225806451612903,0.3888888888888889,0.35294117647058826
21,0.7142857142857143,0.5263157894736842,0.0,0.6923076923076923,0.4375
22,0.8571428571428571,0.47058823529411764,0.5,0.6470588235294118,0.6666666666666666
23,0.7,0.3333333333333333,0.0,0.47368421052631576,0.6111111111111112
24,1.0,0.375,0.125,0.2727272727272727,0.4666666666666667
25,0.5,0.3,0.26865671641791045,0.4375,0.5833333333333334
26,0.8,0.5,0.5,0.75,0.5555555555555556
27,0.6111111111111112,0.3333333333333333,0.17857142857142858,0.6,0.8888888888888888
28,0.5555555555555556,0.5333333333333333,0.2777777777777778,0.4166666666666667,0.6
29,1.0,0.55,0.17475728155339806,0.5,0.38461538461538464
30,0.6666666666666666,0.5625,0.2857142857142857,0.6470588235294118,0.4166666666666667
31,0.6666666666666666,0.4090909090909091,0.2962962962962963,0.5,0.5454545454545454
32,0.875,0.4,0.3333333333333333,0.6666666666666666,0.6363636363636364
33,0.5384615384615384,0.3333333333333333,0.22950819672131148,0.2857142857142857,0.5
34,0.5555555555555556,0.5,0.0,0.5833333333333334,0.6666666666666666
35,0.875,0.5,0.2857142857142857,0.4117647058823529,0.42105263157894735
36,0.5384615384615384,0.4,0.23809523809523808,0.5384615384615384,0.42857142857142855
37,0.8181818181818182,0.4375,0.21348314606741572,0.5294117647058824,0.4583333333333333
38,0.4166666666666667,0.4166666666666667,0.3018867924528302,0.875,0.6666666666666666
39,0.625,0.5238095238095238,0.24,0.6363636363636364,0.75
40,0.5454545454545454,0.5263157894736842,0.2236842105263158,0.4090909090909091,0.391304347826087
41,0.5833333333333334,0.4117647058823529,0.23076923076923078,0.45454545454545453,0.5294117647058824
42,0.75,0.5,0.5,0.8,0.4
43,0.5454545454545454,0.35294117647058826,0.2972972972972973,0.3157894736842105,0.7142857142857143
44,0.75,0.42105263157894735,0.1875,0.9090909090909091,0.6875
45,0.8888888888888888,0.5,0.21621621621621623,0.5714285714285714,0.75
46,0.875,0.3125,0.5,0.5882352941176471,0.45454545454545453
47,0.8,0.43478260869565216,0.36363636363636365,0.5882352941176471,0.5833333333333334
48,0.5714285714285714,0.3125,0.2222222222222222,0.7692307692307693,0.36363636363636365
49,0.45454545454545453,0.5333333333333333,0.2459016393442623,0.4,0.45
50,0.6666666666666666,0.4,0.18947368421052632,0.6666666666666666,0.4782608695652174
51,0.75,0.45,0.18181818181818182,0.4666666666666667,0.8
52,0.6666666666666666,0.47058823529411764,0.2222222222222222,0.6666666666666666,0.3684210526315789
53,0.5833333333333334,0.4,0.5,0.375,0.5625
54,0.875,0.375,0.2571428571428571,0.47058823529411764,0.5
55,0.42857142857142855,0.5263157894736842,0.18085106382978725,0.5294117647058824,0.6
56,0.8333333333333334,0.38095238095238093,0.16666666666666666,0.4166666666666667,0.5
57,0.75,0.46153846153846156,0.28125,0.5,0.8571428571428571
58,0.7692307692307693,0.3684210526315789,0.234375,0.45454545454545453,0.6153846153846154
59,0.75,0.38461538461538464,0.3333333333333333,0.6923076923076923,0.6666666666666666
60,0.625,0.5,0.21794871794871795,0.5555555555555556,0.5833333333333334
61,0.8333333333333334,0.4090909090909091,0.21052631578947367,0.625,0.4166666666666667
62,0.7692307692307693,0.38095238095238093,0.20454545454545456,0.625,0.5714285714285714
63,0.6666666666666666,0.4,0.26,0.5333333333333333,0.5238095238095238
64,0.5454545454545454,0.3333333333333333,0.2692307692307692,0.4444444444444444,0.6666666666666666
65,0.5454545454545454,0.25,0.20481927710843373,0.6875,0.4375
66,0.7692307692307693,0.4117647058823529,0.25333333333333335,0.4444444444444444,0.42857142857142855
67,0.6666666666666666,0.5294117647058824,0.2571428571428571,0.375,0.4444444444444444
68,0.7272727272727273,0.4375,0.32432432432432434,0.6363636363636364,0.5
69,0.6923076923076923,0.4090909090909091,0.17204301075268819,0.6428571428571429,0.7
70,0.7272727272727273,0.5263157894736842,0.25,0.5,0.3333333333333333
71,0.75,0.3333333333333333,0.5263157894736842,0.5384615384615384,0.5555555555555556
72,0.75,0.43478260869565216,0.3125,0.5333333333333333,0.5
73,0.625,0.5384615384615384,0.2727272727272727,0.5714285714285714,0.6666666666666666
74,0.6666666666666666,0.47058823529411764,0.5,0.38095238095238093,0.6
75,0.6363636363636364,0.5714285714285714,0.2727272727272727,0.35294117647058826,0.6428571428571429
76,0.625,0.4375,0.0,0.625,0.5
77,0.6,0.65,0.2777777777777778,0.5294117647058824,0.5833333333333334
78,0.75,0.36666666666666664,0.25,0.4375,0.5
79,0.7,0.3888888888888889,0.75,0.75,0.375
80,0.7272727272727273,0.42857142857142855,0.38095238095238093,0.5384615384615384,0.5555555555555556
81,0.75,0.5625,0.27692307692307694,0.4166666666666667,0.5454545454545454
82,0.6875,0.3125,0.20212765957446807,0.7222222222222222,0.5
83,0.6666666666666666,0.5,0.21621621621621623,0.5714285714285714,0.7142857142857143
84,0.625,0.4090909090909091,0.2459016393442623,0.4375,0.5
85,0.6666666666666666,0.3125,0.16666666666666666,0.5,0.75
86,0.7,0.6,0.25,0.5384615384615384,0.45454545454545453
87,0.6666666666666666,0.6470588235294118,0.3793103448275862,0.5714285714285714,0.55
88,0.7777777777777778,0.375,0.26785714285714285,0.5,0.8333333333333334
89,0.6666666666666666,0.4444444444444444,0.1956521739130435,0.5384615384615384,0.5
90,0.625,0.45,0.2,0.7,0.7
91,0.6875,0.3125,0.21052631578947367,0.5,0.6
92,0.5714285714285714,0.34615384615384615,0.1724137931034483,0.5,0.3333333333333333
93,0.75,0.4,0.225,0.42857142857142855,0.25
94,0.8333333333333334,0.46153846153846156,0.3333333333333333,0.5714285714285714,0.6
95,0.5294117647058824,0.4166666666666667,0.14285714285714285,0.46153846153846156,0.46153846153846156
96,0.8571428571428571,0.35,0.24242424242424243,0.75,0.5384615384615384
97,0.7272727272727273,0.43478260869565216,0.2857142857142857,0.5714285714285714,0.6363636363636364
98,0.8571428571428571,0.25,0.16666666666666666,0.5263157894736842,0.6
99,0.6666666666666666,0.5185185185185185,0.35294117647058826,0.5454545454545454,0.47368421052631576
