,Random Forest,MPL,SVC,GaussNB,Decision Tree
67,0.21052631578947367,0.47368421052631576,0.9473684210526315,0.3157894736842105,0.21052631578947367
68,0.4444444444444444,0.3888888888888889,0.6666666666666666,0.3888888888888889,0.3333333333333333
69,0.5,0.5,0.8888888888888888,0.5,0.3888888888888889
70,0.4444444444444444,0.5555555555555556,0.6666666666666666,0.5,0.2777777777777778
71,0.47368421052631576,0.3157894736842105,0.5263157894736842,0.3684210526315789,0.2631578947368421
72,0.3157894736842105,0.5263157894736842,0.2631578947368421,0.42105263157894735,0.2631578947368421
73,0.2777777777777778,0.3888888888888889,0.8333333333333334,0.2222222222222222,0.4444444444444444
74,0.4444444444444444,0.4444444444444444,0.16666666666666666,0.4444444444444444,0.5
75,0.3888888888888889,0.4444444444444444,0.16666666666666666,0.3333333333333333,0.5
76,0.2631578947368421,0.3684210526315789,0.0,0.5263157894736842,0.21052631578947367
77,0.47368421052631576,0.6842105263157895,0.5263157894736842,0.47368421052631576,0.3684210526315789
78,0.3333333333333333,0.6111111111111112,0.4444444444444444,0.3888888888888889,0.4444444444444444
79,0.3888888888888889,0.3888888888888889,0.3333333333333333,0.3333333333333333,0.3333333333333333
80,0.4444444444444444,0.5,0.4444444444444444,0.3888888888888889,0.5555555555555556
81,0.3157894736842105,0.47368421052631576,0.9473684210526315,0.2631578947368421,0.3157894736842105
82,0.5789473684210527,0.2631578947368421,1.0,0.6842105263157895,0.15789473684210525
83,0.2222222222222222,0.3333333333333333,0.4444444444444444,0.4444444444444444,0.2777777777777778
84,0.2777777777777778,0.5,0.8333333333333334,0.3888888888888889,0.16666666666666666
85,0.3333333333333333,0.2777777777777778,0.05555555555555555,0.3888888888888889,0.3333333333333333
86,0.3684210526315789,0.631578947368421,0.8947368421052632,0.3684210526315789,0.2631578947368421
87,0.3157894736842105,0.5789473684210527,0.5789473684210527,0.42105263157894735,0.5789473684210527
88,0.3888888888888889,0.5,0.8333333333333334,0.5,0.2777777777777778
89,0.3333333333333333,0.4444444444444444,1.0,0.3888888888888889,0.6111111111111112
90,0.2777777777777778,0.5,1.0,0.3888888888888889,0.3888888888888889
91,0.5789473684210527,0.2631578947368421,0.42105263157894735,0.2631578947368421,0.3157894736842105
92,0.21052631578947367,0.47368421052631576,0.2631578947368421,0.6842105263157895,0.21052631578947367
93,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.05555555555555555
94,0.2777777777777778,0.3333333333333333,0.16666666666666666,0.4444444444444444,0.3333333333333333
95,0.5,0.2777777777777778,0.05555555555555555,0.3333333333333333,0.3333333333333333
96,0.3157894736842105,0.3684210526315789,0.8421052631578947,0.3157894736842105,0.3684210526315789
97,0.42105263157894735,0.5263157894736842,0.8421052631578947,0.42105263157894735,0.3684210526315789
98,0.3333333333333333,0.1111111111111111,0.05555555555555555,0.5555555555555556,0.16666666666666666
99,0.3333333333333333,0.7777777777777778,0.6666666666666666,0.3333333333333333,0.5
